Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
PRGO,Perrigo Co Plc,CS,149.49,$22B,Health Care,Pharmaceuticals,1.8908,-6.05531,20.15883,0.21607,15.89763,0.373720614,0.33225,146.402,72.2541,0.662879493,0.909806668
CORE,Core Mark Holding Co Inc,CS,85.29,$2B,Consumer Discretionary,Distributors,0.22314,46.71251,38.71653,0.24342,29.97601,0.374003894,0.73168,23.053,92.3863,0.998633544,1.325783
RLGT,Radiant Logistics,CS,4.27,$212M,Industrials,Air Freight & Logistics,0.2496,12.1134,44.10473,0.57497,15.61151,0.374993138,,48.735,36.3695,,-0.330015092
OFIX,Orthofix International NV,CS,39.53,$766.2M,Health Care,Health Care Equipment & Supplies,0.11036,43.62606,8.25569,0.31241,38.08654,0.376370083,,18.89,99.0162,0.871087019,0.259339815
CTWS,Connecticut Water Service Inc,CS,36.31,$402.1M,Utilities,Water Utilities,0.02848,1.55323,11.03723,0.16505,17.34135,0.376631754,2.97553,11.181,40.4917,0.450240426,0.550068031
BMY,Bristol-Myers Squibb Co,CS,67.01,$113.2B,Health Care,Pharmaceuticals,7.0265,15.27353,25.79207,0.1898,29.76826,0.378504121,2.18128,1668.286,72.3709,0.553562655,0.652725857
CVGW,Calavo Growers Inc,CS,56.58,$975.4M,Consumer Staples,Food Products,0.16194,27.63876,22.43668,0.29474,25.78558,0.380039445,1.42577,17.383,57.3711,0.688383587,0.780204055
MCD,McDonald's Corp,CS,114.16,$104.9B,Consumer Discretionary,"Hotels, Restaurants & Leisure",6.65358,18.71752,11.38172,0.12651,21.42348,0.383940611,3.11652,918.23,68.3645,0.48729152,0.694551507
SONA,Southern National Bancorp of Virginia Inc,CS,12.21,$149.6M,Financials,Banks,0.02274,6.19656,16.90395,0.1403,16.06667,0.384397548,2.61011,12.202,58.1274,,0.09066445
CSH,Cash America International Inc.,CS,33.73,$843.2M,Financials,Consumer Finance,0.33509,34.06061,11.80132,0.26877,24.37913,0.384815787,0.60277,25.413,91.7659,1.050250166,0.490398533
ATO,Atmos Energy Corp,CS,62.29,$6.4B,Utilities,Gas Utilities,0.60648,16.93338,19.87996,0.15993,18.17235,0.38580694,2.67346,101.507,67.9188,0.489841079,0.520665078
JAKK,JAKKS Pacific Inc,CS,8.23,$181.7M,Consumer Discretionary,Leisure Products,0.47316,15.34091,-14.82964,0.46056,11.04636,0.385808591,,22.373,87.9452,0.712792743,0.592670835
FCN,FTI Consulting Inc.,CS,37.36,$1.6B,Industrials,Professional Services,0.25836,-2.19108,1.23207,0.31451,17.60699,0.387372429,,41.953,98.2561,0.488931876,0.664141159
CLX,Clorox Co (The),CS,124.31,$16.2B,Consumer Staples,Household Products,0.89531,25.63564,18.74097,0.1318,24.13654,0.389465916,2.45399,129.091,71.9864,0.411270432,0.443848046
VRTX,Vertex Pharmaceuticals Inc,CS,129.36,$32.7B,Health Care,Biotechnology,1.92556,15.31329,31.15998,0.46473,37.3764,0.391060857,,245.717,95.0051,0.521079152,1.528845222
FGP,Ferrellgas Partners LP,UT,20.93,$2B,Utilities,Gas Utilities,0.24667,-28.22496,3.50949,0.29328,17.85461,0.392469576,10.03918,100.377,11.3147,0.488048656,0.734885946
EGHT,8x8 Inc,CS,11.8,$1.1B,Telecommunication Services,Diversified Telecommunication Services,0.59198,51.1194,33.36343,0.44287,56.57277,0.393285495,,89.286,65.2051,1.28409144,0.903321808
EIX,Edison International,CS,59.36,$19.4B,Utilities,Electric Utilities,2.41596,-5.07906,13.12634,0.1744,15.76811,0.393812408,2.81003,325.811,81.376,0.614540149,0.199752332
BCE,BCE Inc.,CS,43.06,$36.3B,Telecommunication Services,Diversified Telecommunication Services,0.94497,-9.07738,27.81357,0.11767,16.00868,0.396304899,4.54626,849.373,43.2119,0.767812779,0.29042924
MAA,Mid-America Apartment Communities Inc.,CSRT,88.56,$6.7B,Financials,Real Estate Investment Trusts (REITs),0.56182,21.71545,12.42655,0.17023,36.40657,0.39846065,3.44519,75.379,94.3851,0.883396227,0.443712687
ITI,Iteris Inc,CS,2.3,$74.2M,Information Technology,Electronic Equipment Instruments & Components,0.08563,20.83333,8.92556,0.25525,25.88889,0.399375156,,31.974,15.3817,1.140065284,-0.057690597
WTM,White Mountains Insurance Group Ltd,CS,801.58,$4.4B,Financials,Insurance,0.02063,20.70588,19.69719,0.13326,98.68861,0.400306673,0.12824,5.686,86.0365,0.820169545,0.331394967
ES,Eversource Energy,CS,50.96,$16B,Utilities,Electric Utilities,1.61467,1.79291,13.56554,0.14765,16.64243,0.405295659,3.30497,317.191,68.677,0.47640272,0.405202521
WCN,Waste Connections Inc.,CS,54.5,$6.7B,Industrials,Commercial Services & Supplies,0.51863,12.06932,17.3547,0.15072,25.30037,0.406101555,1.05512,122.369,94.7923,0.555657239,0.77086691
EDE,Empire District Electric Co.,CS,22.75,$991.3M,Utilities,Electric Utilities,0.20136,-18.385,5.06236,0.18305,14.95995,0.406617629,4.59364,43.787,46.2589,0.575377244,0.337347474
CAG,ConAgra Foods Inc.,CS,40.93,$18B,Consumer Staples,Food Products,3.2313,14.0471,17.5546,0.1689,17.38095,0.407181663,2.40096,432.911,75.9745,0.627258311,0.424579286
FNV,Franco-Nevada Corp,CS,47.91,$7.4B,Materials,Metals & Mining,1.2285,-13.69113,9.2281,0.33368,76.6242,0.409643188,1.77665,157.073,62.3244,,0.076077541
CHRW,C.H. Robinson Worldwide Inc.,CS,67.43,$9.9B,Industrials,Air Freight & Logistics,1.4127,-6.18529,0.6634,0.18714,18.2701,0.410078662,2.20738,143.625,79.5436,0.670970308,0.7419778
NEE,NextEra Energy Inc,CS,99.89,$45.8B,Utilities,Electric Utilities,2.3953,-3.71124,18.30908,0.15521,16.10796,0.411704437,3.09953,460.536,73.3178,0.550006816,0.665353969
ULTA,Ulta Salon Cosmetics & Fragrance Inc,CS,167,$10.9B,Consumer Discretionary,Specialty Retail,0.83104,35.91415,37.64364,0.28463,30.24716,0.411793398,,63.939,90.285,,0.426816656
AROW,Arrow Financial Corp,CS,28.46,$366.6M,Financials,Banks,0.01948,10.22834,9.47819,0.1727,14.70681,0.411799741,3.45208,12.908,36.1195,0.466311341,0.355020227
PEP,PepsiCo Inc,CS,100.16,$146.8B,Consumer Staples,Beverages,4.7227,1.39909,9.77464,0.11816,20.76685,0.413396668,2.78936,1456.851,69.7417,0.498940433,0.671892867
O,Realty Income Corp.,CSRT,49.59,$12.5B,Financials,Real Estate Investment Trusts (REITs),2.07424,7.75361,13.23435,0.20197,46.27799,0.417585162,4.56926,249.6,64.0481,0.743731092,0.439203082
CLW,Clearwater Paper Corp,CS,48.77,$878.7M,Materials,Paper & Forest Products,0.14066,-26.35185,3.78436,0.23475,11.65951,0.420439983,,17.774,86.9934,,0.057966073
RGLD,Royal Gold Inc,CS,35.95,$2.3B,Materials,Metals & Mining,0.92885,-43.84422,-5.67244,0.4282,24.93724,0.420555249,2.46085,65.26,73.0022,0.419838914,0.268703281
PCP,Precision Castparts Corp.,CS,231.54,$31.9B,Industrials,Aerospace & Defense,1.80598,-3.11624,10.86246,0.18425,17.08994,0.420593804,0.05181,137.588,81.1425,1.172585648,0.825306208
UIL,UIL Holdings Corp,CS,50.85,$2.9B,Utilities,Electric Utilities,0.18322,27.46231,16.78065,0.16439,19.82422,0.423145385,3.40627,56.629,71.3589,0.672552829,0.297846718
WTR,Aqua America Inc,CS,29.35,$5.2B,Utilities,Water Utilities,0.74817,11.05223,13.86772,0.14111,21.54185,0.424897691,2.42672,176.428,47.2887,0.289875385,0.415368165
MNST,Monster Beverage Corp,CS,154.61,$31.7B,Consumer Staples,Beverages,1.24891,41.80632,41.91466,0.32704,39.8422,0.427462014,,202.722,65.3852,0.611347629,0.771431836
ALSK,Alaska Communications Systems Group Inc,CS,1.92,$97.8M,Telecommunication Services,Diversified Telecommunication Services,0.13623,49.23077,-26.21374,0.48971,61.33333,0.428816078,,50.415,36.9206,0.632834833,0.377954238
CTRN,Citi Trends Inc,CS,19.85,$313.2M,Consumer Discretionary,Specialty Retail,0.16889,-15.41369,-2.946,0.40477,15.70319,0.431916355,1.19166,15.552,94.5582,0.963070779,0.136232811
CASY,Casey's General Stores Inc.,CS,116.25,$4.6B,Consumer Staples,Food & Staples Retailing,0.32291,41.82341,25.92187,0.18326,21.68446,0.431954741,0.74337,38.988,85.277,0.521286363,0.385271188
ORIT,Oritani Financial Corp,CS,17.34,$753M,Financials,Thrifts & Mortgage Finance,0.1584,18.11988,14.38456,0.14428,17.41117,0.432032007,4.10076,44.112,64.2587,,0.436128994
EPM,Evolution Petroleum Corp,CS,6.11,$199.3M,Energy,"Oil, Gas & Consumable Fuels",0.06977,-27.72512,1.50044,0.29647,18.23529,0.432628171,3.27869,32.67,72.8641,1.151307871,1.056751259
SRE,Sempra Energy,CS,99.23,$24.7B,Utilities,Multi-Utilities,1.32397,-10.77281,18.32674,0.13088,18.6009,0.433294891,2.81012,248.21,73.6755,0.537908514,0.646891298
LNT,Alliant Energy Corp,CS,60.18,$6.8B,Utilities,Multi-Utilities,0.62303,-3.7299,14.78754,0.14664,15.77543,0.433325814,3.67401,113.36,62.3386,0.514405872,0.522644292
FRT,Federal Realty Investment Trust,CSRT,146.61,$10.3B,Financials,Real Estate Investment Trusts (REITs),0.39888,11.24483,16.67497,0.15208,47.40385,0.433727238,2.54226,69.424,94.5021,0.972451701,0.565563158
HBNC,Horizon Bancorp/IN,CS,27.5,$331M,Financials,Banks,0.03111,10.96,22.10127,0.24586,11.39439,0.433999339,2.16294,11.933,37.2177,0.756777635,0.598532273
FCFP,First Community Financial Partners Inc,CS,6.662,$113.4M,Financials,Banks,0.00266,39.37238,2.98817,0.5172,13.324,0.436461026,,17.024,4.8452,,-0.2902259
PNY,Piedmont Natural Gas Co Inc.,CS,58.14,$4.6B,Utilities,Gas Utilities,0.55064,54.39575,18.65015,0.24349,29.20707,0.437303703,2.27077,79.205,57.3953,0.311509483,0.585824629
PULB,Pulaski Financial Corp,CS,16.41,$191.7M,Financials,Thrifts & Mortgage Finance,0.01151,37.41631,20.68993,0.14077,13.80342,0.440438119,2.37366,11.974,26.0136,0.719941436,0.23661516
MGEE,MGE Energy Inc,CS,43.52,$1.5B,Utilities,Electric Utilities,0.07185,-3.55043,12.50443,0.16121,18.42581,0.440655421,2.76671,34.668,33.6188,0.338443198,0.43578102
MYGN,Myriad Genetics Inc,CS,43.5,$3.1B,Health Care,Biotechnology,0.86847,32.8012,15.05308,0.39942,23.25902,0.440759503,,69.772,96.2793,0.379524034,0.202921994
POWL,Powell Industries Inc,CS,35.02,$409.7M,Industrials,Electrical Equipment,0.07277,-19.6137,1.24885,0.34058,22.57692,0.444145811,2.97483,11.72,63.7724,0.866401688,0.572396187
FDP,Fresh Del Monte Produce Inc.,CS,43.7,$2.3B,Consumer Staples,Food Products,0.15858,32.46523,16.86496,0.17057,15.18707,0.445766496,1.11707,52.255,66.5187,0.444421895,0.650119651
MBRG,Middleburg Financial Corp,CS,18.32,$131.9M,Financials,Banks,0.00563,0.49127,7.3926,0.20047,14.28906,0.446482329,2.82455,7.163,27.1689,0.634632122,0.230856517
HCP,HCP Inc,CSRT,35.53,$16.6B,Financials,Real Estate Investment Trusts (REITs),3.49218,-19.63121,7.04714,0.19216,17.59305,0.446980959,6.32345,465.042,87.7669,1.02069709,0.088332294
WMT,Wal-Mart Stores Inc,CS,58.87,$192B,Consumer Staples,Food & Staples Retailing,11.25929,-31.58556,4.71824,0.16555,14.34835,0.447051651,3.27267,3205.942,30.3938,0.353557231,0.721165559
TSN,Tyson Foods Inc.,CS,50,$18.5B,Consumer Staples,Food Products,4.65498,19.39065,26.82701,0.23138,12.61068,0.44742805,1.18694,365.655,95.9426,0.908718184,0.879161466
SRCL,Stericycle Inc,CS,120.72,$10.3B,Industrials,Commercial Services & Supplies,0.91783,-5.78454,10.6724,0.14635,23.98785,0.447457829,,84.985,91.1035,0.294385774,0.243441585
ORLY,O'Reilly Automotive Inc,CS,263.87,$26.4B,Consumer Discretionary,Specialty Retail,0.70318,48.68012,34.60604,0.20156,25.84595,0.448067475,,98.64,88.6592,0.475438431,0.790159338
SCHL,Scholastic Corp,CS,42.71,$1.5B,Consumer Discretionary,Media,0.20829,22.81785,10.93184,0.22372,22.79979,0.451174813,1.37112,34.087,86.3428,1.057926378,0.596562484
ATAX,America First Multifamily Investors LP,UT,5.43,$326.6M,Financials,Thrifts & Mortgage Finance,0.11294,-2.34234,9.35419,0.1525,15,0.452755824,9.22509,60.253,9.5436,0.311155254,0.140600374
VVC,Vectren Corp,CS,42.58,$3.5B,Utilities,Multi-Utilities,0.441,-4.34783,14.71789,0.17878,16.6221,0.453331112,3.78788,82.704,62.216,0.442531896,0.591818784
ABT,Abbott Laboratories,CS,44.93,$67.8B,Health Care,Health Care Equipment & Supplies,6.93524,2.64407,17.15135,0.16319,19.01591,0.455381586,2.11361,1491.72,68.7841,0.317368959,0.858590726
CLBH,Carolina Bank Holdings Inc,CS,15.845,$78.9M,Financials,Banks,0.00516,64.06421,38.06074,0.38827,13.48696,0.457395945,,5.011,44.4323,0.420110502,-0.060370235
COST,Costco Wholesale Corp,CS,161.42,$71.6B,Consumer Staples,Food & Staples Retailing,1.9494,20.9301,23.13924,0.14158,26.06853,0.457838485,0.97811,437.407,72.1975,0.66589114,0.713137631
EDR,Education Realty Trust Inc,CSRT,36.82,$2B,Financials,Real Estate Investment Trusts (REITs),0.47057,5.46026,14.18163,0.16317,68.77358,0.458319886,4.01193,55.406,96.7637,1.147419577,0.570508454
ELS,Equity Lifestyle Properties Inc,CSRT,62.3,$5.3B,Financials,Real Estate Investment Trusts (REITs),0.3867,26.61666,21.11397,0.17498,33.64578,0.459073444,2.40154,84.298,90.3298,0.797757605,0.466909373
CVCY,Central Valley Community Bancorp,CS,11.23,$123M,Financials,Banks,0.00861,3.03867,16.6775,0.2406,11.16667,0.459188101,2.14477,10.993,31.9429,0.280393295,0.207461352
EVOL,Evolving Systems Inc,CS,5.63,$65.5M,Information Technology,Software,0.0565,-43.26241,6.83982,0.31568,14.37659,0.460779377,7.85714,11.703,34.1728,0.940992547,0.939872547
MNR,Monmouth Real Estate Investment Corp,CSRT,10.42,$641.5M,Financials,Real Estate Investment Trusts (REITs),0.21479,-5.47576,11.52662,0.15447,38.7037,0.461284233,6.07787,60.92,50.6472,0.580707146,0.643777823
POR,Portland General Electric Co,CS,36.9,$3.3B,Utilities,Electric Utilities,0.78116,-0.46108,15.95793,0.14486,15.64289,0.463523721,3.26975,88.772,96.0613,,0.45510177
BNCL,Beneficial Bancorp Inc,CS,13.96,$1.2B,Financials,Thrifts & Mortgage Finance,0.40977,11.83511,14.38546,0.17925,44.70968,0.464523047,,82.915,70.1144,,0.377312771
KOOL,Cesca Therapeutics Inc,CS,0.382,$15.1M,Health Care,Health Care Equipment & Supplies,0.08254,-66.47748,-32.52302,0.78403,1.19355,0.465303936,,40.673,13.715,0.966289536,0.239115542
CHA,China Telecom Corp Ltd,DR,49.68,$39.8B,Telecommunication Services,Diversified Telecommunication Services,0.04489,-22.70296,1.39707,0.24614,12.99586,0.466220975,2.49454,809.324,96.3724,0.890263624,1.311182804
HTLD,Heartland Express Inc,CS,19.16,$1.7B,Industrials,Road & Rail,0.51475,-24.52399,7.0946,0.20153,22.07127,0.466378782,0.40363,85.153,57.2533,0.61358514,0.741237512
LWAY,Lifeway Foods Inc,CS,10.98,$179.8M,Consumer Staples,Food Products,0.02591,-39.72678,2.46325,0.37479,36.76667,0.467758275,,16.304,17.3056,0.714429804,0.720068453
NCMI,National CineMedia Inc,CS,15.87,$952M,Consumer Discretionary,Media,0.29006,9.09091,2.51311,0.26057,27.00348,0.46794793,5.68475,61.496,90.6078,,0.901708693
HEI/A,HEICO Corp,CL,43.37,$1.7B,Industrials,Aerospace & Defense,0.11876,-4.23001,19.62491,0.23317,20.46047,0.46949754,0.32206,39.936,82.793,0.996054889,0.594314991
BCOR,Blucora Inc,CS,10.63,$421.8M,Information Technology,Internet Software & Services,0.42314,-29.37543,5.72449,0.36603,7.79545,0.469503002,,40.992,84.9139,1.176366255,0.740653158
QSII,Quality Systems Inc,CS,16.25,$970.8M,Health Care,Health Care Technology,0.49725,10.15193,-9.98749,0.35531,22.01657,0.472358318,4.38871,60.863,68.9767,0.775279427,1.406961265
CFFN,Capitol Federal Financial Inc,CS,12.97,$1.8B,Financials,Thrifts & Mortgage Finance,0.59381,6.70921,12.15932,0.12673,19.82946,0.476612237,2.65004,137.131,73.67,0.375898314,0.3825233
NGG,National Grid,DR,69.47,$52.5B,Utilities,Multi-Utilities,0.46355,-5.73848,15.44493,0.14372,14.9724,0.477912937,4.73182,748.723,4.8715,0.629666082,0.744754083
GXP,Great Plains Energy Inc,CS,27,$4.2B,Utilities,Electric Utilities,1.2072,3.93064,11.58991,0.17108,15.27873,0.478821756,3.89321,154.369,80.2549,0.694003268,0.42927661
CAJ,Canon Inc,DR,30.2,$33.2B,Information Technology,"Technology Hardware, Storage & Peripherals",0.23706,-4.61683,-5.20522,0.18227,15.74479,0.480186954,4.39583,1092.076,1.6235,0.921160562,0.725404989
HEP,Holly Energy Partners LP,UT,33.37,$2B,Energy,"Oil, Gas & Consumable Fuels",0.1329,-4.64583,11.78521,0.23552,18.90661,0.482364476,6.67669,58.657,43.6625,0.561222136,0.846527718
CNL,Cleco Corp,CS,50.06,$3B,Utilities,Electric Utilities,0.39156,-7.33605,13.69365,0.15739,20.09658,0.483155481,3.19872,60.482,77.6548,0.508775233,0.1626373
TE,TECO Energy Inc.,CS,26.33,$6.2B,Utilities,Multi-Utilities,2.76668,32.62733,14.66227,0.21556,22.18565,0.483744489,3.42205,235.231,63.9578,0.732994676,1.058528144
NWE,NorthWestern Corp,CS,54.52,$2.6B,Utilities,Multi-Utilities,0.31921,3.01365,17.88467,0.17019,16.11492,0.485373679,3.53266,48.168,95.515,0.652396685,0.435059283
REFR,Research Frontiers Inc,CS,5.02,$118.8M,Information Technology,Electronic Equipment Instruments & Components,0.0299,-3.7037,-0.24116,0.44819,100,0.487364795,,24.044,17.3098,0.752015624,0.132273329
JBLU,JetBlue Airways Corp,CS,24.74,$7.9B,Industrials,Airlines,7.53216,72.38551,29.5923,0.34654,11.29928,0.489614904,,315.061,87.8933,0.88097724,0.827769995
MLNX,Mellanox Technologies Ltd,CS,44.91,$2.1B,Information Technology,Semiconductors & Semiconductor Equipment,0.61921,5.46985,12.34642,0.42777,15.21754,0.489668156,,46.809,67.2233,,0.99713537
WGL,WGL Holdings Inc.,CS,61.66,$3.1B,Utilities,Gas Utilities,0.28503,26.18901,14.61864,0.17984,19.04281,0.491325978,3.01844,49.832,64.6282,0.325341105,0.429387544
RAI,Reynolds American Inc,CS,46.25,$66.9B,Consumer Staples,Tobacco,6.4016,43.68098,30.55948,0.17456,19.99571,0.491807238,3.0743,1429.101,46.8972,0.600782964,0.748792882
CL,Colgate-Palmolive Co,CS,65.69,$59.7B,Consumer Staples,Household Products,3.68937,-3.10089,14.08668,0.11884,22.41077,0.493150398,2.28365,896.922,73.997,0.492577198,0.580322185
MGLN,Magellan Health Inc,CS,52.65,$1.3B,Health Care,Health Care Providers & Services,0.27373,-14.83829,1.31771,0.17717,39.81763,0.494190294,,25.575,94.9192,0.536523488,0.338872982
EMCI,EMC Insurance Group Inc,CS,26.12,$537.3M,Financials,Insurance,0.02326,27.79597,15.69306,0.23469,14.97403,0.496403724,2.93436,20.746,30.5256,0.620139985,0.600352737
ACGL,Arch Capital Group Ltd,CS,72.47,$8.9B,Financials,Insurance,0.43447,27.59405,19.00813,0.14015,17.75073,0.496436038,,122.451,79.4683,0.508927534,0.375036465
MFA,MFA Financial Inc,CSRT,7,$2.6B,Financials,Real Estate Investment Trusts (REITs),1.9479,-16.68653,10.07087,0.14448,9.20949,0.496532752,11.44492,370.435,83.2183,0.426958852,0.526332924
VRSK,Verisk Analytics Inc,CS,74.95,$12.7B,Industrials,Professional Services,1.53019,20.71578,19.70911,0.15521,23.12422,0.49796083,,169.428,90.7542,,0.667995185
KOF,Coca-Cola Femsa SAB De CV,DR,77.15,$3.9B,Consumer Staples,Beverages,0.06987,-22.51159,1.45807,0.2349,22.61733,0.500678287,1.28613,49.73,5.0253,0.942343196,1.140042967
KO,Coca-Cola Co (The),CS,42.63,$187.7B,Consumer Staples,Beverages,15.25065,-2.57394,9.38208,0.13456,20.83535,0.503471849,3.0591,4348.985,62.8158,0.560149301,0.867447903
MO,Altria Group Inc,CS,57.61,$113.2B,Consumer Staples,Tobacco,6.60992,16.15044,24.95427,0.16889,18.80929,0.503767911,3.91342,1960.679,60.5727,0.463236719,0.725855714
ARR,Armour Residential REIT Inc,CSRT,21.12,$843M,Financials,Real Estate Investment Trusts (REITs),0.56055,-32.86802,-3.91249,0.17457,5.90589,0.503799178,18.71456,39.838,49.4254,,0.686659903
HWAY,Healthways Inc,CS,13.27,$490.1M,Health Care,Health Care Providers & Services,0.39929,-13.65079,6.38531,0.52835,58.11966,0.504378857,,36.039,94.183,1.166188771,-0.126113416
ENB,Enbridge Inc,CS,35.45,$30.5B,Energy,"Oil, Gas & Consumable Fuels",1.33894,-23.097,24.04186,0.19316,19.14058,0.505281131,3.95755,863.655,64.9423,0.625197158,1.258793749
HRZN,Horizon Technology Finance Corp,CS,12.11,$141.3M,Financials,Capital Markets,0.07076,-13.48074,6.21788,0.21653,8.56638,0.505756114,11.37675,11.645,23.7736,,0.627701881
CRUS,Cirrus Logic Inc.,CS,33.06,$1.9B,Information Technology,Semiconductors & Semiconductor Equipment,1.88181,65.43075,14.31755,0.40622,9.62387,0.506210137,,63.695,85.065,0.672438361,0.826448747
HALL,Hallmark Financial Services Inc,CS,12.75,$238.5M,Financials,Insurance,0.03346,3.91993,7.08163,0.26678,12.5,0.506368545,,19.144,61.3194,0.94306811,0.064167862
CNOB,ConnectOne Bancorp Inc,CS,19.51,$577.9M,Financials,Banks,0.08325,3.78174,21.10397,0.188,12.38065,0.507085061,1.56169,30.085,59.9221,0.384628764,0.442890111
CPB,Campbell Soup Co,CS,52.22,$16.4B,Consumer Staples,Food Products,1.63483,19.46007,11.19082,0.16909,18.05431,0.507902854,2.35028,309.656,42.6507,0.335754989,0.365115704
DFT,DuPont Fabros Technology Inc,CSRT,33.02,$2.2B,Financials,Real Estate Investment Trusts (REITs),0.61537,1.7268,12.28626,0.27049,24.33135,0.509976271,5.09245,65.407,97.6303,,0.374166606
AWR,American States Water Co,CS,41.84,$1.6B,Utilities,Water Utilities,0.18326,18.6383,20.58724,0.20049,24.74556,0.512102212,2.14252,37.241,63.6512,0.466849885,0.541051109
CVA,Covanta Holding Corp,CS,16.15,$2.1B,Industrials,Commercial Services & Supplies,1.05764,-35.93625,3.91948,0.20547,62.607,0.515186743,6.21891,133.17,78.6427,0.629280741,0.743391754
IMKTA,Ingles Markets Inc,CS,54.47,$1.1B,Consumer Staples,Food & Staples Retailing,0.13716,101.68097,28.70338,0.30708,16.59706,0.518010253,1.17042,20.26,90.8775,0.900672936,-0.002456413
INCY,Incyte Corp,CS,114.17,$21.7B,Health Care,Biotechnology,1.75907,55.64591,50.58132,0.4407,171.94404,0.518063371,,186.002,92.3305,1.838767473,0.810494315
MLVF,Malvern Bancorp Inc,CS,16.22,$106.4M,Financials,Thrifts & Mortgage Finance,0.00485,43.03351,24.88747,0.24081,13.475,0.518538899,,6.558,54.2966,,-0.049891935
BDGE,Bridge Bancorp Inc,CS,31.88,$553.5M,Financials,Banks,0.03607,22.55581,9.17052,0.21751,14.54338,0.520425268,2.88945,17.384,46.8671,0.439396309,0.705120739
BHB,Bar Harbor Bankshares,CS,34.92,$209.9M,Financials,Banks,0.00839,14.90479,18.03368,0.14219,13.46154,0.520439612,2.97143,5.997,40.4901,0.612001135,0.666814493
