Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
SIGM,Sigma Designs Inc,CS,8.685,$309.4M,Information Technology,Semiconductors & Semiconductor Equipment,0.59099,88.84026,-6.76587,0.52759,16.62626,0.751206008,,35.846,68.6993,0.822638307,0.792750299
BRK/A,Berkshire Hathaway Inc,CL,201713.31,$163.5B,Financials,Diversified Financial Services,0.00028,-9.34621,11.03789,0.13026,16.00305,0.752378593,,0.811,17.8274,0.560321868,0.806255585
PSO,Pearson PLC,DR,12.33,$10.2B,Consumer Discretionary,Media,1.16603,-35.51402,0.21906,0.21912,11.34058,0.752761908,6.39929,821.062,3.7273,0.783814741,0.82238551
NJ,Nidec Corp,DR,19.38,$22.9B,Industrials,Electrical Equipment,0.07017,18.85043,10.14488,0.25733,21.34783,0.753059413,0.85108,1192.53,0.6234,0.910617982,0.716001928
TACT,TransAct Technologies Inc,CS,8.87,$68.2M,Information Technology,"Technology Hardware, Storage & Peripherals",0.03982,60.29144,1.66916,0.4091,14.88136,0.753099972,3.63636,7.755,32.0257,1.28934099,0.478419673
FLY,Fly Leasing Ltd,DR,13.77,$567M,Industrials,Trading Companies & Distributors,0.28996,3.46908,6.31642,0.23648,8.59217,0.753179298,7.28863,41.327,47.0781,,0.757616055
SPTN,SpartanNash Co,CS,21.62,$859.8M,Consumer Staples,Food & Staples Retailing,0.1591,-2.88747,9.45945,0.27372,11.21891,0.753685388,2.36117,37.596,86.1234,0.549917784,1.034041109
IART,Integra LifeSciences Holdings Corp,CS,62.71,$2.3B,Health Care,Health Care Equipment & Supplies,0.33038,40.46077,9.45653,0.20752,18.12773,0.753711636,,36.982,82.4059,0.889457537,0.209105603
MDU,MDU Resources Group Inc.,CS,17.4,$3.4B,Utilities,Multi-Utilities,1.14999,-29.95612,-0.27265,0.17791,14.55519,0.753997848,4.15718,195.266,61.5009,1.042274046,1.574876073
SBUX,Starbucks Corp,CS,61.38,$92.3B,Consumer Discretionary,"Hotels, Restaurants & Leisure",8.92855,56.03513,33.75314,0.19642,28.48832,0.754013486,1.28659,1484.8,70.3426,1.132288296,0.880402141
SNP,China Petroleum & Chemical Corp Sinopec,DR,61.88,$15.7B,Energy,"Oil, Gas & Consumable Fuels",0.15494,-26.1271,1.34249,0.26122,10.39123,0.754859752,5.20552,255.134,0.5751,1.163736804,1.80881992
CLGRF,Claude Resources Inc,CS,0.5366,$104.7M,Materials,Metals & Mining,0.07735,91.78571,-18.67961,0.65333,13.09091,0.75534841,,194.882,,0.71632421,0.062634795
IACI,IAC/InterActiveCorp,CS,62.79,$5.2B,Information Technology,Internet Software & Services,1.10073,-3.83557,15.3564,0.22428,18.38446,0.755455668,2.16113,82.986,92.4421,0.709227342,0.87225908
BCR,Bard (C.R.) Inc,CS,186.7601,$13.8B,Health Care,Health Care Equipment & Supplies,0.61154,12.08351,17.93041,0.19497,18.93121,0.755639603,0.51236,73.886,87.6927,0.441281899,0.559321243
DCO,Ducommun Inc,CS,16.75,$185.6M,Industrials,Aerospace & Defense,0.05659,-33.37311,-5.49871,0.45605,8.09547,0.756046366,,11.083,82.0431,1.315518894,1.274911056
TCRD,THL Credit Inc,CS,11.77,$390.7M,Financials,Capital Markets,0.1298,-12.27545,7.4592,0.17219,8.3834,0.756215147,11.6041,33.338,39.8318,,0.71140343
BABY,Natus Medical Inc,CS,48.78,$1.6B,Health Care,Health Care Equipment & Supplies,0.25235,41.03152,29.75888,0.33945,26.12748,0.756693231,,33.021,89.1038,1.247450792,0.386220068
ERII,Energy Recovery Inc,CS,7.34,$380.8M,Industrials,Machinery,0.77737,48.77551,15.47815,1.15581,12.63432,0.756834968,,52.231,14.3704,,3.966279251
MXIM,Maxim Integrated Products Inc.,CS,38.77,$11.1B,Information Technology,Semiconductors & Semiconductor Equipment,2.9903,31.9407,14.49105,0.2108,18.69212,0.758867874,3.06435,284.22,91.1193,1.029354967,0.747484941
KR,Kroger Co. (The),CS,37.66,$37B,Consumer Staples,Food & Staples Retailing,7.54516,27.03877,29.02689,0.1997,17.05828,0.758873003,1.10497,973.434,76.3419,0.523621957,0.834085591
LGF,Lions Gate Entertainment Corp,CS,33.94,$5.2B,Consumer Discretionary,Media,1.28731,4.22282,36.58185,0.31877,20.13241,0.759080283,1.03448,148.621,95.4748,0.792581855,0.789170041
WSR,Whitestone REIT,CSRT,12.12,$332.7M,Financials,Real Estate Investment Trusts (REITs),0.18942,-17.52508,5.59473,0.16622,41.79661,0.759495272,9.24574,26.986,40.7826,,0.638540432
CBZ,CBIZ Inc,CS,10.7,$553.7M,Industrials,Professional Services,0.4284,21.02857,11.26559,0.20062,13.89404,0.761194345,,52.289,97.7053,0.610181964,0.913307887
ASX,Advanced Semiconductor Engineering Incorporated AS,DR,5.39,$8.2B,Information Technology,Semiconductors & Semiconductor Equipment,1.49194,-13.09904,16.73214,0.26247,11.29167,0.762646211,5.67033,1511.667,6.845,1.408150279,1.124075929
KNX,Knight Transportation Inc,CS,26.5,$2.2B,Industrials,Road & Rail,1.20877,-16.28049,10.55975,0.2328,17.18809,0.763083354,0.874,80.921,80.7622,0.713196064,1.590478436
GMAN,Gordmans Stores Inc,CS,3.05,$65.7M,Consumer Discretionary,Multiline Retail,0.08114,7.07395,-20.20906,0.71074,45.61644,0.763615968,,19.726,24.1572,,0.468179429
AZN,Astrazeneca PLC,DR,34.04,$86.1B,Health Care,Pharmaceuticals,2.69733,-7.86091,12.77879,0.1987,16.44928,0.764223096,4.1116,2527.675,8.1121,0.645920226,0.587761828
IGXT,IntelGenx Technologies Corp,CS,0.489,$33.3M,--,--,0.09864,-2.98148,11.79578,0.62402,5.61111,0.765530771,,63.615,,,0.108079966
BOKF,BOK Financial Corp,CS,68.85,$4.7B,Financials,Banks,0.21732,2.48327,11.19055,0.16543,14.28394,0.767313975,2.49565,67.713,37.9889,0.756113554,0.882477513
PSEC,Prospect Capital Corp,CS,7.49,$2.7B,Financials,Capital Markets,2.43263,-20.31746,6.88954,0.18087,7.39645,0.767585603,13.27968,355.212,14.3995,0.722473728,0.797922929
ISBC,Investors Bancorp Inc,CS,12.82,$4.6B,Financials,Banks,2.66692,18.41676,23.23943,0.15166,21.67513,0.768002243,1.55763,357.759,76.4951,0.82742713,0.513804045
NTRI,NutriSystem Inc,CS,22.9,$703.2M,Consumer Discretionary,Internet & Catalog Retail,0.38945,27.1097,8.46132,0.38385,21.18584,0.768484232,2.90456,29.178,95.2441,0.947372068,0.544322463
IDXX,IDEXX Laboratories Inc,CS,70.82,$6.4B,Health Care,Health Care Equipment & Supplies,0.75069,-5.10273,16.83257,0.23202,33.06968,0.76967206,,90.964,99.177,0.978700262,0.558297349
FUN,Cedar Fair LP,UT,56.2807,$3.2B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.1593,19.69411,38.64114,0.22132,16.18872,0.770204822,5.25118,56.032,54.2599,1.093595325,0.621662732
HAIN,Hain Celestial Group Inc (The),CS,42.7,$4.4B,Consumer Staples,Food Products,1.57385,-24.80682,26.21653,0.27484,17.93591,0.770493103,,102.962,87.6562,0.974247435,1.381775723
BRK/B,Berkshire Hathaway Inc,CL,134.21,$168.1B,Financials,Diversified Financial Services,3.81792,-9.45591,11.10766,0.13076,16.20847,0.770587784,,1248.359,65.337,0.587772036,0.866310577
TRP,TransCanada Corp,CS,31.59,$22.6B,Energy,"Oil, Gas & Consumable Fuels",1.06844,-36.00963,1.69985,0.17395,16.18965,0.770905585,4.87938,708.954,54.8163,0.74493882,1.224064601
CPS,Cooper-Standard Holdings Inc,CS,73.88,$1.3B,Consumer Discretionary,Auto Components,0.06007,35.7222,10.81602,0.27041,9.80411,0.771259918,,17.433,98.4029,,1.522421519
NILE,Blue Nile Inc,CS,36.44,$430.2M,Consumer Discretionary,Internet & Catalog Retail,0.11944,9.16008,-3.96388,0.3896,35.12241,0.771392794,,11.533,94.4927,1.315629645,0.222585189
ESS,Essex Property Trust Inc.,CSRT,230.79,$15.4B,Financials,Real Estate Investment Trusts (REITs),0.3306,15.63721,19.8569,0.1982,66.45533,0.772280419,2.46333,66.035,97.8085,0.92851875,0.43301992
TARO,Taro Pharmaceutical Industries Ltd,CS,144.92,$6B,Health Care,Pharmaceuticals,0.08969,-3.40169,59.11735,0.33822,10.42607,0.773983094,,42.833,11.3726,0.243338326,0.445700291
WAT,Waters Corp,CS,132.91,$11B,Health Care,Life Sciences Tools & Services,0.49797,15.73315,11.44375,0.18894,20.80887,0.774005705,,81.664,92.9826,0.981707431,0.693054758
AMAG,AMAG Pharmaceuticals Inc,CS,26.61,$935.3M,Health Care,Biotechnology,1.2791,-27.47578,13.91384,0.51279,4.63457,0.775056001,,34.704,89.7632,0.913003158,0.743948431
UN,Unilever NV,DR,43.75,$57B,Consumer Staples,Personal Products,2.2646,11.51636,12.60091,0.16762,20.29131,0.777083601,2.95923,1275.952,8.0909,0.799828337,0.565610467
BWXT,BWX Technologies Inc,CS,30.44,$3.2B,Industrials,Aerospace & Defense,0.74651,40.44749,9.94213,0.21091,20.07333,0.777542808,0.79156,106.481,94.8556,,0.973584412
LH,Laboratory Corporation of America Holdings,CS,121.5001,$12.4B,Health Care,Health Care Providers & Services,1.06468,19.50073,8.58362,0.17432,13.82904,0.777803306,,101.2,94.1564,0.572113438,0.616781331
INFN,Infinera Corp,CS,22.52,$3.1B,Information Technology,Communications Equipment,2.04931,63.96199,21.64757,0.41793,22.90289,0.778602079,,139.807,79.1591,,1.336060679
TYPE,Monotype Imaging Holdings Inc,CS,26.43,$1.1B,Information Technology,Software,0.17012,-6.34752,20.94537,0.3112,22.38548,0.778897805,1.51458,39.906,94.7886,,0.681478614
EQIX,Equinix Inc,CSRT,296.5,$17.8B,Financials,Real Estate Investment Trusts (REITs),0.86507,36.41223,34.0444,0.22599,48.56467,0.779828107,2.20532,59.89,96.1586,1.374732564,0.853816666
AGYS,Agilysys Inc,CS,11.075,$252.6M,Information Technology,Electronic Equipment Instruments & Components,0.04493,-9.97547,16.6389,0.35666,201.63636,0.780258335,,22.941,86.2369,2.058326324,0.796318937
AZPN,Aspen Technology Inc,CS,43.95,$3.7B,Information Technology,Software,0.66877,12.81986,27.96388,0.23518,24.50335,0.780344084,,83.285,96.8186,1.169974153,0.831776373
HAE,Haemonetics Corp,CS,32.23,$1.6B,Health Care,Health Care Equipment & Supplies,0.33031,-13.40648,1.75774,0.1912,17.32866,0.781481769,,50.724,93.9362,0.483368548,0.46858797
DEO,Diageo PLC,DR,114.62,$72.8B,Consumer Staples,Beverages,0.56992,-3.49167,12.61886,0.14571,19.15165,0.783540967,2.94794,628.798,11.7374,0.750142471,0.795376497
BHLB,Berkshire Hills Bancorp Inc,CS,30.2,$937.2M,Financials,Banks,0.11103,17.7501,12.0646,0.17338,13.42972,0.784072583,2.5124,30.982,69.6473,0.700459716,0.509833808
GSK,Glaxosmithkline PLC,DR,40.505,$99.7B,Health Care,Pharmaceuticals,3.86404,-11.95185,6.14521,0.16887,16.13159,0.785046937,5.9586,2433.434,9.1812,0.6506447,1.143830306
RAVE,Rave Restaurant Group Inc,CS,6.03,$62.6M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.07301,-10.86637,25.75529,0.74574,31.35,0.78548212,,10.314,19.4049,0.694917667,0.394486239
BRKL,Brookline Bancorp Inc,CS,11.74,$826M,Financials,Thrifts & Mortgage Finance,0.33772,21.96891,7.26292,0.19152,15.85695,0.785538394,3.05862,70.177,73.4307,0.56608673,0.464090093
HVT,Haverty Furniture Companies Inc.,CS,24.15,$490.8M,Consumer Discretionary,Specialty Retail,0.09384,15.18868,18.90654,0.29055,16.16993,0.785656231,1.638,20.1,84.5786,0.748915795,0.220595305
ARCC,Ares Capital Corp,CS,15.82,$5B,Financials,Capital Markets,1.57202,-3.4084,8.63309,0.1417,9.98741,0.785907276,9.57782,314.469,48.504,1.535067625,0.530583237
EPIQ,EPIQ Systems Inc,CS,13.53,$510.2M,Information Technology,Software,0.08362,-13.3758,3.42036,0.28439,14.73456,0.786597965,2.64706,37.513,80.7433,0.347014652,0.722113376
MA,MasterCard Inc,CS,97.9899,$110.8B,Information Technology,IT Services,4.27975,13.9903,33.78332,0.18961,25.27408,0.787383116,0.64863,1122.769,77.0836,,1.097462456
RBCAA,Republic Bancorp Inc,CS,26.84,$568.5M,Financials,Banks,0.0224,17.24731,8.74644,0.25793,15.75581,0.790304417,2.90536,20.854,26.1789,0.912726373,0.44700981
PPBI,Pacific Premier Bancorp Inc,CS,23.4,$504M,Financials,Banks,0.09885,44.36229,32.12039,0.23534,14.51053,0.790746255,,21.511,72.4652,0.854421467,0.505650773
AMSF,AMERISAFE Inc,CS,53.78,$1B,Financials,Insurance,0.08619,26.29855,25.02667,0.23683,15.13331,0.790824194,1.11152,19.094,98.2461,,0.74462019
CINF,Cincinnati Financial Corp,CS,61.11,$10B,Financials,Insurance,0.72741,20.04717,20.14957,0.15909,22.13091,0.791334774,3.01244,163.852,61.6322,0.757655042,0.695383335
MAT,Mattel Inc.,CS,24.86,$8.3B,Consumer Discretionary,Leisure Products,5.27998,-20.72539,3.85579,0.25136,17.58621,0.792055992,6.20915,339.354,95.6292,0.932319548,0.734529862
TRK,Speedway Motorsports Inc,CS,19.47,$802.2M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.03846,-3.03936,9.05059,0.21949,17.24324,0.793086773,3.08325,41.224,22.2552,1.13992911,1.199693614
MFSF,MutualFirst Financial Inc,CS,23.8,$175.3M,Financials,Banks,0.00569,10.80216,25.60446,0.21457,15.19872,0.793324614,2.02446,7.395,41.8491,0.942838679,0.278295982
CIB,"Bancolombia Sa Bancolombia, Colombia",DR,28.36,$3.3B,--,--,0.47219,-47.68476,-11.4911,0.2591,7.9736,0.793486544,4.27653,113.031,21.2708,1.145695936,1.880368223
VSI,Vitamin Shoppe Inc,CS,30.48,$897.5M,Consumer Discretionary,Specialty Retail,0.38601,-35.12945,0.19582,0.26716,13.45264,0.794952776,,29.121,92.8426,,0.778856796
PSB,PS Business Parks Inc.,CSRT,88.27,$2.4B,Financials,Real Estate Investment Trusts (REITs),0.10161,12.21454,14.41653,0.1845,52.76418,0.795274838,2.71555,27.014,74.699,0.863237411,0.616959494
DYN,Dynegy Inc.,CS,16.12,$1.9B,Utilities,Independent Power and Renew. Elect.Producers,2.79372,-51.73769,-51.90269,0.53448,110.13793,0.796129183,,120.554,98.4859,0.998704031,1.243224067
PDCO,Patterson Companies Inc,CS,45.57,$4.7B,Health Care,Health Care Providers & Services,0.99374,-4.56353,10.49581,0.15429,16.44661,0.796751927,1.93025,103.248,74.2367,0.831174616,0.725151129
AIZ,Assurant Inc.,CS,85.54,$5.6B,Financials,Insurance,0.60313,25.98017,21.64213,0.19059,12.788,0.796885773,2.3488,65.839,95.5072,1.275952228,0.762572138
TCAP,Triangle Capital Corp,CS,22.42,$722.1M,Financials,Capital Markets,0.16047,-1.45521,12.85338,0.24668,9.57155,0.797261215,10.89063,33.321,23.6883,,0.992371745
CCL,Carnival Corp,CS,50.55,$30B,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.06899,15.12681,7.40763,0.21059,15.35952,0.799336552,2.36035,590.11,77.1357,1.305345286,0.941677587
SKM,SK Telecom Co Ltd,DR,22.28,$14.7B,Telecommunication Services,Wireless Telecommunication Services,0.52376,-20.07092,9.73522,0.23429,8.90258,0.799342571,4.18589,653.662,9.9209,0.933796926,0.624398405
BOCH,Bank of Commerce Holdings,CS,7.33,$97.2M,Financials,Banks,0.02063,20.36424,19.82114,0.19983,8.85,0.799847823,1.65062,13.374,27.6285,0.601675733,0.147166991
PFBC,Preferred Bank of Los Angeles,CS,36.37,$479.4M,Financials,Banks,0.05164,38.31811,36.24619,0.30252,15.73864,0.799922111,1.3205,13.188,55.9564,0.662512543,0.824366804
AI,Arlington Asset Investment Corp,CSRT,13.92,$324.7M,Financials,Capital Markets,0.27753,-49.78632,2.96138,0.22042,2.75883,0.800043,17.7305,23.026,44.5692,1.975029018,0.73361935
REGN,Regeneron Pharmaceuticals Inc,CS,544.5,$58.6B,Health Care,Biotechnology,0.86052,35.41266,81.19582,0.43716,37.75052,0.800285521,,104.065,70.9814,1.101575678,1.449657758
DX,Dynex Capital Inc.,CSRT,6.87,$337.3M,Financials,Real Estate Investment Trusts (REITs),0.34615,-20.3252,2.87605,0.1728,7.92102,0.80051157,13.99417,49.169,46.4675,0.48240772,0.537605801
PCOM,Points International Ltd,CS,10.67,$158.1M,Information Technology,Internet Software & Services,0.04044,-23.58631,6.77455,0.45323,17.11443,0.801823006,,15.39,43.9715,,0.759639938
PBCT,People's United Financial Inc,CS,16.75,$5.2B,Financials,Banks,3.68932,12.23118,11.27593,0.15866,17.65079,0.802998875,4.01198,310.233,79.6696,0.392365591,0.716324702
SMG,Scotts Miracle-Gro Company (The),CS,69.8,$4.3B,Materials,Chemicals,0.24169,14.52064,10.21694,0.20021,16.48131,0.803299967,2.6996,61.513,69.9183,0.732751993,0.620435853
CB,Chubb Corp,CS,130.53,$29.7B,Financials,Insurance,1.46389,27.35251,20.76303,0.18915,16.79527,0.804048842,1.74579,227.056,79.6775,0.579479142,0.331318566
EBSB,Meridian Bancorp Inc,CS,14.66,$812.7M,Financials,Thrifts & Mortgage Finance,0.24671,32.61456,27.54706,0.1836,27.39777,0.80433852,0.81301,55.061,68.6027,,0.152588022
SAM,Boston Beer Co Inc. (The),CS,213.26,$2.8B,Consumer Staples,Beverages,0.16366,-17.34196,21.52601,0.31693,26.40043,0.80519427,,12.917,89.3716,0.77543665,0.870298904
BMI,Badger Meter Inc.,CS,60.74,$886.2M,Information Technology,Electronic Equipment Instruments & Components,0.08544,9.15266,8.88199,0.23362,26.2963,0.805249688,1.31019,14.513,84.5725,0.925334181,0.682653765
DPZ,Domino's Pizza Inc,CS,107.43,$5.9B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.55144,16.53974,52.23641,0.24415,26.80501,0.805703761,1.14128,54.647,93.6705,1.077567199,0.619222184
COT,Cott Corp,CS,10.48,$1.2B,Consumer Staples,Beverages,0.72657,57.33533,6.87213,0.29465,33.87097,0.806170838,2.28354,109.69,73.4573,1.914458496,0.807070263
CSFL,CenterState Banks Inc,CS,15.94,$731.6M,Financials,Banks,0.24568,40.03481,19.39295,0.24079,15.47206,0.806792451,0.4972,45.469,74.8849,0.473965348,0.738278468
ATVI,Activision Blizzard Inc,CS,37.66,$27.2B,Information Technology,Software,9.89412,72.00924,27.52671,0.25238,23.56962,0.806803689,0.61762,731.184,69.6939,0.683120311,0.886547053
AFG,American Financial Group Inc,CS,74,$6.5B,Financials,Insurance,0.30713,24.1069,16.80211,0.12838,13.02453,0.807532018,1.51208,87.349,59.7422,1.03133569,0.665742234
SFNC,Simmons First National Corp,CS,57.66,$1.7B,Financials,Banks,0.15285,38.47269,17.76551,0.23412,16.1959,0.80813612,1.60558,29.94,43.7454,0.518608239,0.638187636
HURN,Huron Consulting Group Inc,CS,58,$1.3B,Industrials,Professional Services,0.25706,-17.82811,19.73406,0.29997,14.51795,0.808899644,,22.934,92.6227,0.86256171,0.536478878
EFX,Equifax Inc.,CS,111.54,$13.3B,Industrials,Professional Services,0.66337,41.55009,28.18608,0.15884,22.72764,0.808957851,1.03276,118.244,85.4619,1.043008599,0.765123407
MDLZ,Mondelez International Inc,CS,43.66,$70.6B,Consumer Staples,Food Products,10.16417,13.89744,20.22495,0.16699,21.74254,0.810083027,1.53084,1589.167,74.7982,0.640458977,0.740999088
INTC,Intel Corp,CS,34.77,$162.6B,Information Technology,Semiconductors & Semiconductor Equipment,30.62384,-7.48993,13.82946,0.215,14.56467,0.810186506,2.78584,4719,64.994,1.049144631,1.185137118
PRCP,Perceptron Inc,CS,7.54,$73.1M,Information Technology,Electronic Equipment Instruments & Components,0.02601,-23.00099,9.71833,0.46361,16.8913,0.811926413,,9.372,71.183,1.16440531,0.169775789
PX,Praxair Inc.,CS,112.81,$32.4B,Materials,Chemicals,1.85377,-12.29597,6.54282,0.12994,18.48888,0.812491527,2.51075,284.846,88.6571,0.839899398,1.084452261
ABC,AmerisourceBergen Corp,CS,98.64,$20.4B,Health Care,Health Care Providers & Services,2.33742,9.87901,27.95112,0.17476,15.00076,0.812918956,1.37388,205.633,85.9722,0.719051528,0.591937645
TEVA,Teva Pharmaceutical Industries Ltd,DR,62.93,$61B,Health Care,Pharmaceuticals,5.23176,11.72329,7.26004,0.21888,10.89427,0.813788414,2.15134,961.22,61.0091,0.38321456,0.618260734
ORRF,Orrstown Financial Services Inc,CS,17.76,$149.4M,Financials,Banks,0.00986,8.17855,-6.47885,0.35622,17.84158,0.815552771,1.77236,8.277,36.9515,0.441142618,0.240455936
MGRC,McGrath RentCorp,CS,29.18,$701.3M,Industrials,Commercial Services & Supplies,0.12295,-19.25193,3.74794,0.236,15.96175,0.817001867,3.40599,23.885,86.6946,1.163507801,0.993546854
HFBC,HopFed Bancorp Inc,CS,11.69,$80.8M,Financials,Thrifts & Mortgage Finance,0.00556,-0.08547,8.19528,0.2176,25.71429,0.817110722,1.36869,6.913,42.5175,0.480711186,0.190984445
EFSC,Enterprise Financial Services Corp,CS,29.3,$591.3M,Financials,Banks,0.08353,54.76939,25.25546,0.24635,15.56144,0.817163504,0.94819,20.023,66.1762,0.821020124,0.631831869
FL,Foot Locker Inc.,CS,64.98,$9.2B,Consumer Discretionary,Specialty Retail,2.20484,15.63973,31.17516,0.2374,13.96501,0.817788072,1.50943,139.382,90.6589,1.005548672,0.183708853
DISH,DISH Network Corp,CS,62.71,$29.2B,Consumer Discretionary,Media,1.43442,-19.38906,30.19506,0.26604,33.35272,0.818281866,,463.235,91.5392,1.321675709,0.937728573
GEL,Genesis Energy LP,UT,39.36,$4.4B,Energy,"Oil, Gas & Consumable Fuels",0.46061,-13.94845,16.13036,0.18863,17.72079,0.818352842,6.44349,109.979,68.7869,0.92558681,0.917963106
CISG,CNinsure Inc,DR,9.05,$527.6M,Financials,Insurance,0.15944,36.51267,-15.78141,0.51086,17.02403,0.818538016,,57.596,11.7373,,-0.148243337
VAR,Varian Medical Systems Inc,CS,80.79,$7.8B,Health Care,Health Care Equipment & Supplies,0.88954,-9.21348,4.28155,0.18907,16.4898,0.819341964,,96.885,92.6958,0.799086657,0.496054348
VFC,V.F. Corp,CS,64.7,$27.9B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2.10777,-11.77583,28.09003,0.19734,18.2588,0.819533812,1.95928,426.309,13.3961,0.950566969,0.550655382
ALK,Alaska Air Group Inc.,CS,79.73,$10.1B,Industrials,Airlines,1.37202,41.92171,42.45193,0.27465,11.51104,0.820036293,1.00301,126.129,88.7051,0.626063085,0.415892755
CACB,Cascade Bancorp,CS,6,$436.7M,Financials,Banks,0.08245,20.96774,-4.98987,0.47789,18.34862,0.820047292,,72.779,81.4127,1.4393423,0.818845479
TGP,Teekay LNG Partners LP,UT,22.7,$1.8B,Energy,"Oil, Gas & Consumable Fuels",0.28038,-39.87587,-1.5251,0.2293,10.48454,0.820201039,12.04301,79.514,47.0818,0.43989774,1.460604177
OSIS,OSI Systems Inc,CS,93.63,$1.9B,Information Technology,Electronic Equipment Instruments & Components,0.13346,32.59395,21.21735,0.31874,21.27645,0.822196339,,19.722,93.1511,0.822959961,0.665990529
FAF,First American Financial Corp,CS,39.43,$4.3B,Financials,Insurance,0.79755,23.43018,25.20991,0.21252,14.04087,0.822294411,2.531,108.744,96.0899,,0.420191758
MCHX,Marchex Inc,CS,4.27,$175.8M,Information Technology,Internet Software & Services,0.08525,12.82051,-8.71291,0.51816,30.82707,0.823034819,1.91388,42.065,66.099,1.376198099,1.587790133
HSNI,HSN Inc,CS,49.87,$2.7B,Consumer Discretionary,Internet & Catalog Retail,0.32341,-19.52304,16.8139,0.2388,14.316,0.823096552,2.74725,52.474,61.0102,,0.244190895
WSH,Willis Group Holdings Plc,CS,45.955,$8.3B,Financials,Insurance,0.9909,8.00749,10.68362,0.16935,16.06757,0.823683094,2.68806,180.214,97.1005,0.94482145,0.750082716
RHHBY,Roche Holding AG,DR,33.535,$185.2B,Health Care,Pharmaceuticals,1.22396,-10.47848,18.04351,0.17724,16.67839,0.824089013,2.99754,5530.132,0.5619,-0.002160827,0.44893471
CALM,Cal Maine Foods Inc,CS,54.47,$2.7B,Consumer Staples,Food Products,0.86615,33.77151,33.01289,0.2704,8.12209,0.825697274,3.73861,48.498,74.1937,0.577525415,0.784856253
CRWS,Crown Crafts Inc,CS,8.65,$84.8M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.01596,14.59459,17.11405,0.25122,12.12676,0.825811595,3.77358,9.997,47.2583,0.606837705,0.221231619
AAP,Advance Auto Parts Inc.,CS,162.73,$12.1B,Consumer Discretionary,Specialty Retail,1.01801,13.12882,20.01497,0.24346,17.85142,0.825855006,0.1456,73.237,94.9303,0.622928639,0.453554186
NOC,Northrop Grumman Corp,CS,186.36,$34.4B,Industrials,Aerospace & Defense,1.18405,33.19901,32.4222,0.17413,18.02622,0.82613073,1.69842,182.383,83.2948,1.031989044,1.117990971
TECD,Tech Data Corp,CS,67.61,$2.5B,Information Technology,Electronic Equipment Instruments & Components,0.50054,13.39243,9.08562,0.21223,11.96374,0.827127552,,35.323,93.3967,1.240147664,0.882108387
MHLD,Maiden Holdings Ltd,CS,15.42,$1.1B,Financials,Insurance,0.36297,16.49096,19.47453,0.26581,7.615,0.827522673,3.36134,73.691,71.2087,,0.699721312
MKL,Markel Corp,CS,905.17,$12.8B,Financials,Insurance,0.05211,31.93735,20.94338,0.16259,35.31008,0.827851228,,13.95,76.1239,0.698827355,0.608147667
FLIC,First of Long Island Corp (The),CS,31.38,$447.8M,Financials,Banks,0.02397,20.81431,16.97918,0.21252,15.26136,0.828050874,2.51969,14.104,40.7149,0.547361047,0.902293661
EEQ,Enbridge Energy Management LLC,CS,24.9,$1.8B,Energy,"Oil, Gas & Consumable Fuels",0.26535,-30.99437,2.34237,0.20887,20.31122,0.82842459,,73.286,70.9705,0.748805205,0.952452329
CENT,Central Garden & Pet Co,CS,14.77,$207.1M,Consumer Staples,Household Products,0.169,102.51989,11.27643,0.36646,18.64634,0.828526166,,13.561,71.1106,1.068463009,-0.173935884
TRIB,Trinity Biotech PLC,DR,11.95,$283.1M,Health Care,Health Care Equipment & Supplies,0.15863,-29.05526,9.43285,0.27773,24.51417,0.828674271,1.84255,23.714,78.0594,1.36948774,0.568810607
EXR,Extra Space Storage Inc,CSRT,83.765,$10.4B,Financials,Real Estate Investment Trusts (REITs),0.96777,41.55844,43.08144,0.20681,38.80259,0.828993046,2.81187,123.457,97.523,1.184026177,0.49858202
NPBC,National Penn Bancshares Inc,CS,12.49,$1.8B,Financials,Banks,1.4086,20.07685,16.62524,0.19751,15.37037,0.829683928,3.52,140.302,70.3651,0.737508385,0.192784908
NWY,New York & Co Inc,CS,2.19,$141.9M,Consumer Discretionary,Specialty Retail,0.07724,-21.98582,-8.81583,0.48698,9.27039,0.829967209,,64.484,38.3023,2.179477375,-0.740130721
SSS,Sovran Self Storage Inc.,CSRT,100.49,$3.7B,Financials,Real Estate Investment Trusts (REITs),0.31075,18.2734,27.21073,0.20978,28.24336,0.830152399,3.36734,36.168,89.8919,0.989685084,0.472929099
GPC,Genuine Parts Co,CS,90.63,$13.7B,Consumer Discretionary,Distributors,0.73095,-10.76198,16.74228,0.16074,18.4154,0.831375821,2.70687,150.763,73.0662,0.765128673,1.078708101
